id,x,y,latitude,longitude,label,tags,url,xywh
10008,44215,16308,28.3439714,129.9838012,西目間切之内いしやく村,村,"https://maps.app.goo.gl/?q=28.3439714,129.9838012","44072,16144,286,328"
10012,42674,16967,28.2832959,129.9478595,荒木間切之内しつる村,村,"https://maps.app.goo.gl/?q=28.2832959,129.9478595","42538,16810,272,314"
10014,41096,11816,28.4228207,129.6595576,笠利間切之内喜瀬村,村,"https://maps.app.goo.gl/?q=28.4228207,129.6595576","40964,11648,264,336"
10013,40818,9011,28.4450066,129.5743519,笠利間切之内かとく村,村,"https://maps.app.goo.gl/?q=28.4450066,129.5743519","40694,8852,248,318"
10021,39540,10427,28.4073679,129.5769356,名瀬間切之内うら村,村,"https://maps.app.goo.gl/?q=28.4073679,129.5769356","39412,10270,256,314"
10020,39729,11365,28.400282,129.610219,笠利間切之内かしけん村,村,"https://maps.app.goo.gl/?q=28.400282,129.610219","39602,11208,254,314"
10016,42913,10189,28.4980331,129.654397,笠利間切之内やん村,村,"https://maps.app.goo.gl/?q=28.4980331,129.654397","42786,10032,254,314"
10018,42353,12553,28.4556298,129.7059838,笠利間切之内うすく村,村,"https://maps.app.goo.gl/?q=28.4556298,129.7059838","42220,12398,266,310"
10019,41518,12620,28.4187596,129.6853543,笠利間切之内せつた村,村,"https://maps.app.goo.gl/?q=28.4187596,129.6853543","41384,12462,268,316"
10080,41627,16472,28.2901192,129.9215361,あら崎,崎,"https://maps.app.goo.gl/?q=28.2901192,129.9215361","41496,16410,262,124"
10079,42390,15431,28.3292196,129.9388753,はいき崎,崎,"https://maps.app.goo.gl/?q=28.3292196,129.9388753","42328,15288,124,286"
10082,43466,17729,28.288801,129.977338,かまふ崎,崎,"https://maps.app.goo.gl/?q=28.288801,129.977338","43388,17572,156,314"
10081,42498,17436,28.283932,129.9474153,しつる崎,崎,"https://maps.app.goo.gl/?q=28.283932,129.9474153","42432,17264,132,344"
10076,45077,15573,28.3662751,129.9989043,をのつ崎,崎,"https://maps.app.goo.gl/?q=28.3662751,129.9989043","44998,15404,158,338"
10075,45857,16440,28.3781929,130.019795,とひよ崎,崎,"https://maps.app.goo.gl/?q=28.3781929,130.019795","45678,16368,358,144"
10073,43502,16511,28.312544,129.962715,八幡宮,寺社,"https://maps.app.goo.gl/?q=28.312544,129.962715","43454,16424,96,174"
10023,37566,8243,28.38268,129.4709144,名瀬間切之内小敷村,村,"https://maps.app.goo.gl/?q=28.38268,129.4709144","37426,8082,280,322"
10024,36100,7860,28.3480798,129.4217212,焼内間切之内ゆあんかま村,村,"https://maps.app.goo.gl/?q=28.3480798,129.4217212","35964,7694,272,332"
10026,33341,6086,28.3111107,129.3361881,焼内間切之内なをん村,村,"https://maps.app.goo.gl/?q=28.3111107,129.3361881","33202,5926,278,320"
10027,31429,5887,28.3039046,129.2349529,焼内間切之内うけん村,村,"https://maps.app.goo.gl/?q=28.3039046,129.2349529","31288,5738,282,298"
10028,31686,6740,28.2807399,129.2973412,焼内間切,間切,"https://maps.app.goo.gl/?q=28.2807399,129.2973412","31544,6590,284,300"
10025,34888,7109,28.3590278,129.3541389,焼内間切之内けせん村,村,"https://maps.app.goo.gl/?q=28.3590278,129.3541389","34750,6962,276,294"
10029,31174,8107,28.2663229,129.2946754,焼内間切之内すこ村,村,"https://maps.app.goo.gl/?q=28.2663229,129.2946754","31052,7952,244,310"
10030,30220,8807,28.2025994,129.2868887,西間切之内小名瀬村,村,"https://maps.app.goo.gl/?q=28.2025994,129.2868887","30078,8660,284,294"
10031,30515,7615,28.2403655,129.284293,西間切之内こし村,村,"https://maps.app.goo.gl/?q=28.2403655,129.284293","30394,7464,242,302"
10032,29652,6280,28.2517624,129.2219622,西間切之内へた村,村,"https://maps.app.goo.gl/?q=28.2517624,129.2219622","29532,6126,240,308"
10033,28794,5461,28.2418645,129.1569688,西間切之内西ノ古見村,村,"https://maps.app.goo.gl/?q=28.2418645,129.1569688","28672,5306,244,310"
10035,27838,7480,28.1915154,129.2037708,西間切之内芝村,村,"https://maps.app.goo.gl/?q=28.1915154,129.2037708","27722,7334,232,292"
10036,26865,8313,28.1535869,129.2115805,西間切之内すこも村,村,"https://maps.app.goo.gl/?q=28.1535869,129.2115805","26746,8164,238,298"
10037,27017,9075,28.1535306,129.2276186,西間切之内たけな村,村,"https://maps.app.goo.gl/?q=28.1535306,129.2276186","26894,8918,246,314"
